,City,Country,Temp,Humidity,Lat,Long,Cloud,Wind,Date
374,Araouane,ML,100.08,12,18.9,-3.53,53,11.68,1592007392
375,Paracuru,BR,75.99,84,-3.41,-39.03,98,9.4,1592007392
376,Trairi,BR,75.7,91,-3.28,-39.27,98,7.7,1592007120
377,Campoverde,PE,86.0,62,-8.48,-74.81,20,4.7,1592007393
378,Upington,ZA,37.4,59,-28.45,21.26,0,1.12,1592007393
379,Wilmington,US,72.39,94,34.23,-77.94,40,3.36,1592006851
380,Vilhena,BR,75.2,83,-12.74,-60.15,59,3.36,1592007393
381,Tulum,MX,84.0,83,20.22,-87.47,99,3.0,1592007269
382,Sitka,US,57.2,71,57.05,-135.33,90,8.05,1592007394
383,Mbaïki,CF,68.56,97,3.87,17.99,86,2.15,1592007394
384,Haines Junction,CA,65.01,41,60.75,-137.51,96,6.46,1592007394
385,Prado,BR,73.44,86,-17.34,-39.22,0,5.95,1592007394
386,Sterling,US,79.39,34,39.01,-77.43,20,9.17,1592007364
387,Ürümqi,CN,69.8,28,43.8,87.6,44,2.24,1592007394
388,Barsovo,RU,51.8,100,61.17,73.17,90,15.66,1592007394
389,Bambous Virieux,MU,71.31,88,-20.34,57.76,75,11.41,1592007395
390,Aden,YE,86.68,77,12.78,45.04,37,21.83,1592007299
391,Manicoré,BR,78.8,88,-5.81,-61.3,100,4.7,1592007395
392,Luján,AR,54.59,57,-34.57,-59.1,81,1.99,1592007395
393,Concepción del Oro,MX,74.32,22,24.63,-101.42,3,15.08,1592007395
394,Oriximiná,BR,77.38,90,-1.77,-55.87,100,2.3,1592007395
395,Pacasmayo,PE,65.3,81,-7.4,-79.57,40,16.42,1592007395
396,Óbidos,BR,76.51,90,-1.92,-55.52,95,2.33,1592007395
397,Tutóia,BR,77.92,87,-2.76,-42.27,65,7.18,1592007396
398,Phetchabun,TH,80.6,88,16.25,101.08,20,2.24,1592007396
399,Lugo,ES,50.99,100,43.0,-7.5,100,5.99,1592007396
400,Pathein,MM,80.98,86,16.78,94.73,100,5.19,1592007396
401,Coari,BR,75.54,96,-4.08,-63.14,98,0.72,1592007396
402,Alekseyevsk,RU,50.59,82,57.84,108.35,95,5.39,1592007396
403,Cayenne,GF,77.0,100,4.93,-52.33,98,6.22,1592007396
404,Clarksdale,US,86.0,40,34.2,-90.57,0,8.72,1592007185
405,Bandarbeyla,SO,82.17,67,9.49,50.81,78,28.74,1592007396
406,Opuwo,NA,54.95,42,-18.06,13.84,0,14.05,1592007397
407,Luan,CH,56.48,59,46.36,6.98,23,1.12,1592007397
408,Pradópolis,BR,73.4,64,-21.36,-48.07,12,4.7,1592007397
409,Ostrovnoy,RU,45.88,84,68.05,39.51,100,10.25,1592007397
410,Antalya Province,TR,66.2,82,36.77,30.72,1,5.82,1592007360
411,Orthez,FR,52.52,93,43.49,-0.77,90,5.82,1592007397
412,Parabel',RU,65.59,85,58.7,81.48,65,12.95,1592007397
413,Hualmay,PE,62.89,83,-11.1,-77.61,21,11.05,1592007397
414,Gushikawa,JP,83.59,83,26.35,127.87,40,12.75,1592007397
415,Weligama,LK,78.93,87,5.97,80.42,4,8.93,1592007397
416,Boden,SE,55.4,71,65.83,21.69,43,1.12,1592007397
417,Malbork,PL,62.17,93,54.04,19.03,84,4.7,1592007398
418,Seydi,TM,79.88,17,39.48,62.91,0,5.91,1592007398
419,Raja,SS,70.2,81,8.46,25.68,3,4.9,1592007398
420,Kirkenes,NO,51.8,57,69.73,30.05,99,10.29,1592007398
421,Yuanping,CN,75.49,50,38.72,112.76,42,2.15,1592007398
422,Proletariy,RU,50.56,78,58.43,31.7,0,6.64,1592007398
423,Kenai,US,55.51,62,60.55,-151.26,90,9.17,1592007399
424,San Quintín,MX,69.44,63,30.48,-115.95,0,17.9,1592007399
425,Mogadouro,PT,51.01,89,41.34,-6.71,62,1.99,1592007399
426,Fortuna,US,60.67,82,40.6,-124.16,90,14.99,1592007399
427,Srednekolymsk,RU,66.92,49,67.45,153.68,94,11.95,1592007126
428,Toamasina,MG,68.0,94,-18.17,49.38,75,6.93,1592007399
429,Daşoguz,TM,73.4,46,41.84,59.97,0,6.93,1592007399
430,Chabahar,IR,85.78,73,25.29,60.64,8,4.79,1592007399
431,Takhtamygda,RU,63.03,63,54.1,123.57,72,2.3,1592007399
432,Gangāpur,IN,89.87,38,26.48,76.72,49,2.59,1592007188
433,Palmer,US,71.55,43,42.16,-72.33,20,9.17,1592007400
434,Smithers,CA,51.8,87,54.78,-127.17,90,3.62,1592007400
435,Talnakh,RU,42.8,70,69.49,88.4,0,13.42,1592007400
436,Abrau-Dyurso,RU,66.09,93,44.69,37.59,75,4.47,1592007400
437,Nouadhibou,MR,80.6,54,20.93,-17.03,0,21.92,1592007400
438,Beira,MZ,69.84,84,-19.84,34.84,96,17.74,1592007400
439,Karakol,KG,48.74,48,42.49,78.39,17,3.58,1592007401
440,Pec,XK,60.8,67,42.66,20.29,75,4.7,1592007402
441,Vestmannaeyjar,IS,46.18,85,63.44,-20.27,100,20.27,1592007402
442,Portoferraio,IT,64.99,93,42.81,10.31,0,3.0,1592007402
443,Acaraú,BR,77.49,86,-2.89,-40.12,92,10.33,1592007402
444,Kindu,CD,70.9,87,-2.95,25.95,98,0.43,1592007402
445,Opunake,NZ,53.58,62,-39.46,173.86,2,4.0,1592007402
446,Custoias,PT,50.94,90,41.11,-7.32,41,5.97,1592007402
447,Coruripe,BR,75.83,86,-10.13,-36.18,51,10.2,1592007362
448,Praia da Vitória,PT,62.6,93,38.73,-27.07,40,7.81,1592007402
449,Deer Lake,CA,64.2,77,49.17,-57.43,90,12.75,1592007402
450,Quime,BO,50.54,66,-16.98,-67.22,47,1.07,1592007402
451,Alta,NO,46.13,75,69.97,23.27,66,4.7,1592007402
452,Mahina,PF,86.0,70,-17.51,-149.49,40,13.87,1592007402
453,Slave Lake,CA,71.6,53,55.28,-114.77,90,11.41,1592007366
454,Snezhnogorsk,RU,46.4,87,69.19,33.25,93,5.7,1592007402
455,La Ronge,CA,66.2,42,55.1,-105.28,20,14.99,1592007403
456,Ilebo,CD,70.88,81,-4.32,20.58,3,0.65,1592007403
457,Gewanē,ET,87.69,21,10.17,40.65,13,5.82,1592007403
458,Gazojak,TM,81.14,18,41.19,61.4,0,7.23,1592007403
459,Dakar,SN,80.6,88,14.69,-17.44,39,9.17,1592007403
460,Hambantota,LK,80.47,81,6.12,81.12,0,16.04,1592007403
461,Mweka,CD,69.94,74,-4.85,21.57,26,0.87,1592007403
462,Portel,BR,75.38,94,-1.94,-50.82,91,3.27,1592007403
463,Baharly,TM,81.36,16,38.44,57.43,0,6.62,1592007403
464,Mahébourg,MU,71.6,88,-20.41,57.7,75,11.41,1592007403
465,Atasū,KZ,66.45,46,48.68,71.64,12,4.0,1592007403
466,Saint-François,FR,55.67,87,46.42,3.91,71,3.36,1592007403
467,Armidale,AU,54.0,74,-30.52,151.65,40,1.01,1592007404
468,Abu Dhabi,AE,86.77,70,24.47,54.37,0,3.36,1592007179
469,Yalvaç,TR,55.4,74,38.3,31.18,67,2.13,1592007404
470,Thinadhoo,MV,84.07,73,0.53,72.93,27,8.32,1592007404
471,Naze,JP,81.46,94,28.37,129.48,40,14.99,1592007404
472,Jiménez,MX,92.17,19,28.33,-105.4,68,12.95,1592007404
473,Vallenar,CL,54.86,57,-28.57,-70.76,6,2.39,1592007404
474,Burmakino,RU,50.0,100,57.42,40.24,100,2.24,1592007404
475,Mayo,US,78.35,47,38.89,-76.51,75,10.29,1592007186
476,Adrar,MR,94.86,21,20.5,-10.07,11,21.54,1592007404
477,Madhipura,IN,81.0,84,25.92,86.78,75,9.57,1592007404
478,Caravelas,BR,72.27,90,-17.71,-39.25,0,4.68,1592007404
479,Breytovo,RU,53.06,75,58.3,37.86,36,10.6,1592007404
480,Westport,US,76.17,32,41.14,-73.36,20,5.82,1592007404
481,Vila,PT,52.41,93,42.03,-8.16,75,3.36,1592007204
482,Murgab,TM,71.6,46,37.5,61.97,0,5.41,1592007404
483,Lal'sk,RU,38.57,83,60.74,47.59,0,4.56,1592007405
484,Voh,NC,76.26,68,-20.97,164.7,97,8.32,1592007405
485,Puerto Quijarro,BO,79.43,54,-17.78,-57.77,22,3.4,1592007405
486,Madison,US,79.57,36,34.73,-86.57,1,11.41,1592007352
487,Sheridan,US,90.21,15,44.83,-106.92,1,9.17,1592007318
488,Moose Jaw,CA,77.0,36,50.4,-105.53,20,25.28,1592007405
489,Meadow Lake,US,79.2,30,34.8,-106.54,75,35.57,1592007405
490,Kobryn,BY,65.73,94,52.21,24.36,2,9.37,1592007405
491,Linxia Chengguanzhen,CN,58.91,56,35.6,103.21,100,4.97,1592007405
492,Sulangan,PH,83.82,76,11.14,123.72,100,9.86,1592007405
493,Takapau,NZ,46.99,93,-40.03,176.35,86,3.83,1592007405
494,Yerbogachën,RU,50.83,63,61.28,108.01,8,8.59,1592007142
495,Roald,NO,58.77,76,62.58,6.13,40,9.17,1592007405
496,Erzin,TR,68.0,86,36.96,36.2,7,6.17,1592007405
497,Khani,GE,62.6,93,41.96,42.96,75,2.24,1592007405
498,Arlit,NE,97.34,17,18.74,7.39,33,9.19,1592007406
499,‘Āhuimanu,US,82.47,51,21.44,-157.84,75,16.11,1592007406
500,Paita,PE,66.72,80,-5.09,-81.11,0,18.25,1592007406
501,Cockburn Town,TC,81.18,79,21.46,-71.14,90,12.01,1592007406
502,Florianópolis,BR,71.83,94,-27.61,-48.5,17,9.17,1592007406
503,Peterhead,GB,51.6,100,57.51,-1.8,90,4.7,1592007406
504,Mwense,ZM,62.24,49,-10.38,28.7,0,6.98,1592007406
505,Pundaguitan,PH,83.07,72,6.37,126.17,32,5.95,1592007406
506,Aklavik,CA,75.2,36,68.22,-135.01,75,6.93,1592007406
507,Banbury,GB,56.35,95,52.06,-1.34,86,8.1,1592007406
508,Salem,IN,74.03,79,11.65,78.17,77,3.42,1592007305
509,Rocha,UY,56.32,95,-34.48,-54.33,35,5.99,1592007326
510,La Santisima Trinidad,BO,75.43,77,-14.83,-64.9,0,3.76,1592007407
511,Phonhong,LA,80.6,94,18.5,102.42,75,2.24,1592007407
512,Corrente,BR,74.8,86,-3.74,-43.34,21,1.39,1592007407
513,Davila,PH,86.0,79,18.47,120.58,75,6.93,1592007407
514,Dārāb,IR,76.35,21,28.75,54.54,0,2.21,1592007407
515,Sur,OM,88.7,50,22.57,59.53,61,1.74,1592007407
516,Aksu,CN,63.54,49,41.12,80.26,38,5.5,1592007407
517,Nebug,RU,67.44,87,44.17,39.0,100,1.77,1592007407
518,Palauig,PH,80.98,76,15.44,119.9,100,8.63,1592007408
519,Galveston,US,86.13,43,29.37,-94.97,1,9.17,1592007408
520,Ciénaga,CO,82.17,83,11.01,-74.25,40,5.82,1592007408
521,Kailua,US,82.35,51,21.4,-157.74,75,16.11,1592007194
522,Barra do Garças,BR,73.24,67,-15.89,-52.26,9,2.84,1592007408
523,Saint Anthony,US,71.4,38,45.02,-93.22,1,8.05,1592007157
524,Talaya,RU,61.14,48,61.38,152.75,92,8.79,1592007408
525,Isangel,VU,80.6,61,-19.55,169.27,20,11.41,1592007408
526,Bealanana,MG,55.18,91,-14.55,48.73,100,4.7,1592007408
527,Winneba,GH,78.8,88,5.35,-0.62,20,5.82,1592007367
528,Ābdānān,IR,72.27,26,32.99,47.42,0,13.56,1592007408
529,Villazón,BO,49.55,42,-22.09,-65.59,63,3.38,1592007408
530,Santa Maria,BR,70.59,81,-29.68,-53.81,28,7.09,1592007408
531,Warri,NG,74.89,95,5.52,5.75,100,2.19,1592007409
532,Tezu,IN,77.38,82,27.92,96.17,97,0.34,1592007409
533,Skjervøy,NO,47.43,76,70.03,20.97,0,0.51,1592007409
534,Trenggalek,ID,77.05,85,-8.05,111.72,81,2.91,1592007409
535,Båtsfjord,NO,47.23,58,70.63,29.72,58,20.67,1592007409
536,Chimbote,PE,64.26,82,-9.09,-78.58,52,12.41,1592007410
537,Djibo,BF,90.97,42,14.1,-1.63,98,14.7,1592007410
538,Shache,CN,66.97,37,38.42,77.24,100,7.07,1592007364
539,Marsh Harbour,BS,78.37,76,26.54,-77.06,5,13.47,1592007410
540,Kashan,IR,83.08,14,33.98,51.44,0,2.26,1592007411
541,Donskoye,RU,66.09,82,45.46,41.97,40,6.71,1592007411
542,Velizh,RU,57.11,89,55.61,31.2,100,10.4,1592007411
543,Kupang,ID,80.6,78,-10.17,123.58,40,10.29,1592007411
544,Okato,NZ,56.93,56,-39.2,173.88,14,4.0,1592007411
545,Baruun-Urt,MN,53.64,82,46.68,113.28,99,18.7,1592007411
546,Mpika,ZM,54.54,63,-11.83,31.45,0,5.79,1592007411
547,Rudnyy,KZ,62.6,63,52.96,63.12,35,6.71,1592007411
548,Quelimane,MZ,69.06,88,-17.88,36.89,0,3.06,1592007411
549,Stony Plain,CA,78.94,34,53.53,-114.0,75,4.7,1592007411
550,Guiglo,CI,72.48,98,6.55,-7.5,67,3.74,1592007411
551,Aldan,RU,65.03,42,58.6,125.39,32,4.47,1592007125
552,Qiongshan,CN,80.6,94,20.01,110.35,64,2.24,1592007412
553,Luganville,VU,78.8,83,-15.53,167.17,75,14.99,1592007412
554,Tahoua,NE,86.0,51,14.89,5.27,12,9.17,1592007412
555,Saint-Augustin,CA,54.12,93,51.23,-58.65,100,16.58,1592007412
556,Kasongo-Lunda,CD,70.2,64,-6.47,16.82,4,1.77,1592007412
557,Constitución,CL,49.55,76,-35.33,-72.42,0,4.97,1592007412
558,Nagrām,IN,86.0,74,26.62,81.13,44,6.93,1592007412
559,Aquiraz,BR,77.0,88,-3.9,-38.39,75,1.12,1592007412
560,North Platte,US,88.7,22,41.12,-100.77,1,10.29,1592007217
561,Shingū,JP,73.4,100,33.73,135.98,90,6.93,1592007412
562,Huarmey,PE,63.48,84,-10.07,-78.15,17,10.78,1592007412
563,Maceió,BR,71.6,94,-9.67,-35.74,23,2.24,1592007412
564,Puerto Ayacucho,VE,78.8,83,5.66,-67.62,40,2.24,1592007412
565,Wasilla,US,66.43,49,61.58,-149.44,1,5.82,1592007141
566,Inuvik,CA,75.2,27,68.35,-133.72,75,5.82,1592007413
567,Saint-Pierre,RE,61.36,59,-21.34,55.48,20,6.93,1592007413
568,Severo-Yeniseyskiy,RU,56.79,96,60.37,93.04,100,8.41,1592007413
569,Formosa,AR,80.6,74,-26.18,-58.18,64,5.82,1592007251
570,Kuril'sk,RU,55.58,71,45.23,147.88,0,11.27,1592007413
571,Nsunga,TZ,61.45,93,-1.14,31.39,45,2.42,1592007413
572,Verkhoyansk,RU,67.01,41,67.54,133.38,0,8.84,1592007413
573,Honningsvåg,NO,45.61,80,70.98,25.97,36,20.74,1592007413
574,Torbat-e Jām,IR,67.62,25,35.24,60.62,0,1.43,1592007414
575,Cuamba,MZ,66.49,52,-14.8,36.54,93,3.47,1592007414
576,Maţāy,EG,79.07,25,28.42,30.78,0,2.84,1592007414
577,Vostok,RU,64.53,64,46.49,135.88,78,5.5,1592007414
578,Brae,GB,53.6,87,60.4,-1.35,64,8.05,1592007414
579,Presidente Médici,BR,73.92,90,-11.18,-61.9,32,1.52,1592007414
580,Ust-Nera,RU,60.87,48,64.57,143.2,16,5.84,1592007414
581,Calamar,CO,84.2,79,10.25,-74.91,40,11.41,1592007414
